Gene	SNPs	Traits	Tissues	Interactions	Mapped
NAA60	rs4750440, rs4821544, rs13300483	adiponectin_measurement, atopic_eczema, inflammatory_bowel_disease	Brain_Frontal_Cortex_BA9, Ovary, Muscle_Skeletal	trans	False
LRRN2	rs2290854, rs12143943	breast_carcinoma, neuropsychological_test	Esophagus_Mucosa, Thyroid	cis	False
MYO18A	rs34638952	sitting_height_ratio	Testis	cis	False
RP11-375H19.2	rs3790672	Testicular_Germ_Cell_Tumor, testicular_carcinoma	Skin_Sun_Exposed_Lower_leg	cis	False
COX7B2	rs2055942	type_II_diabetes_mellitus	Testis	cis	False
HSCB	rs2239815	esophageal_squamous_cell_carcinoma, squamous_cell_carcinoma__esophageal_carcinoma	Esophagus_Mucosa, Artery_Coronary	cis	False
PPP1R1B	rs3894194, rs7216389, rs11078927, rs12946510, rs11869286, rs4795397, rs3859192, rs7212938	asthma, Crohn's_disease, childhood_onset_asthma, high_density_lipoprotein_cholesterol_measurement, inflammatory_bowel_disease, leukocyte_count, seasonal_allergic_rhinitis__asthma, ulcerative_colitis	Heart_Atrial_Appendage, Esophagus_Mucosa	cis	False
RP11-15I11.3	rs6540731	intelligence	Thyroid, Testis, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	cis	False
NF1	rs886716	smoking_behavior	Whole_Blood	trans	False
ARID2	rs11045818, rs2007044	response_to_antineoplastic_agent, schizophrenia	Thyroid, Breast_Mammary_Tissue	trans	False
BLMH	rs9902453	coffee_consumption__cups_of_coffee_per_day_measurement	Artery_Tibial	cis	False
CDAN1	rs16957091	smoking_behavior__gene_methylation_measurement	Testis, Nerve_Tibial, Artery_Aorta, Brain_Putamen_basal_ganglia, Brain_Hippocampus	cis	True
KCNK17	rs2758886, rs1535500	total_cholesterol_measurement, type_II_diabetes_mellitus	Whole_Blood, Colon_Transverse, Esophagus_Muscularis, Prostate, Pancreas, Adipose_Subcutaneous, Esophagus_Mucosa, Lung	cis	False
KCNK15	rs11696845	IGFBP-3_measurement	Adipose_Subcutaneous	cis	False
KCNK12	rs6544997	Vitiligo	Nerve_Tibial	cis	False
KCNK13	rs8017423, rs12587252	heart_failure__mortality, phospholipid_measurement	Testis, Nerve_Tibial	both	False
NCAPD2	rs10492096	hip_geometry	Nerve_Tibial	cis	False
MMACHC	rs4660306	homocysteine_measurement	Adipose_Subcutaneous	cis	False
BLK	rs2736340, rs804280, rs1045529, rs2736337, rs1600249, rs12541491, rs2618476, rs1478897, rs13277113, rs7819412	mucocutaneous_lymph_node_syndrome, pathological_myopia, rheumatoid_arthritis, schizophrenia, systemic_lupus_erythematosus, systemic_scleroderma__systemic_lupus_erythematosus, triglyceride_measurement	Whole_Blood, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes	both	False
PPP1R18	rs886424, rs7750641	autoimmune_thyroid_disease__type_I_diabetes_mellitus, membranous_glomerulonephritis, schizophrenia__bipolar_disorder	Thyroid, Artery_Aorta	cis	False
TCN1	rs34324219	vitamin_B12_measurement	Esophagus_Muscularis	cis	True
RP11-539E17.5	rs6988636	urinary_uromodulin_measurement	Esophagus_Mucosa	cis	False
ZNF350	rs8113308	survival_time__estrogen-receptor_positive_breast_cancer__breast_carcinoma__response_to_endocrine_therapy	Skin_Not_Sun_Exposed_Suprapubic, Prostate	cis	False
ZNF423	rs17675602	migraine_disorder	Cells_Transformed_fibroblasts	trans	False
ATXN7	rs832190, rs832187	schizophrenia	Cells_Transformed_fibroblasts	cis	False
ATXN2	rs34102591	schizophrenia	Cells_EBV-transformed_lymphocytes	trans	False
ATXN3	rs7153027, rs7155279, rs7154721, rs7158300, rs1009170, rs12588287	body_height, chronic_kidney_disease, coronary_artery_calcification	Thyroid, Breast_Mammary_Tissue, Stomach, Artery_Tibial, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Muscle_Skeletal, Uterus, Ovary, Artery_Coronary, Adipose_Visceral_Omentum, Spleen, Skin_Sun_Exposed_Lower_leg, Heart_Atrial_Appendage, Prostate, Colon_Sigmoid, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Pituitary, Esophagus_Gastroesophageal_Junction	cis	True
ATXN1	rs981946, rs560947	Stevens-Johnson_syndrome__toxic_epidermal_necrolysis, hydroxy-leucine_measurement	Brain_Frontal_Cortex_BA9, Brain_Cerebellum	trans	False
RP11-30K9.5	rs7179456, rs793571	Asperger_syndrome, schizophrenia	Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Nerve_Tibial	cis	False
CTA-211A9.5	rs7985	theta_wave_measurement__electroencephalogram_measurement	Small_Intestine_Terminal_Ileum	cis	False
SRGAP3	rs2442825, rs2279440	cerebrospinal_fluid_clusterin_measurement, insulin_sensitivity_measurement__glucose_homeostasis_measurement	Artery_Tibial, Esophagus_Muscularis, Colon_Sigmoid, Cells_Transformed_fibroblasts	cis	False
MMEL1	rs3748816, rs6667605, rs3890745, rs10797432, rs734999	celiac_disease, inflammatory_bowel_disease, rheumatoid_arthritis, ulcerative_colitis	Thyroid, Testis, Small_Intestine_Terminal_Ileum, Whole_Blood, Brain_Caudate_basal_ganglia, Liver, Spleen, Artery_Tibial, Adipose_Visceral_Omentum, Brain_Nucleus_accumbens_basal_ganglia, Lung	cis	False
DLK1	rs11809180	QT_interval	Prostate	trans	False
CCDC181	rs12035082, rs1983546	Crohn's_disease, QT_interval	Uterus, Heart_Atrial_Appendage, Brain_Cerebellum, Brain_Cerebellar_Hemisphere	both	False
GPRC5D	rs2111398	cutaneous_melanoma	Adrenal_Gland	cis	False
GPRC5A	rs2111398	cutaneous_melanoma	Esophagus_Mucosa	cis	False
RP11-34F13.3	rs2241423, rs16951275, rs8028313	body_mass_index, obesity	Nerve_Tibial	cis	False
STRIP1	rs1466788	blood_metabolite_measurement	Testis	cis	False
SCLT1	rs7655841	chronic_obstructive_pulmonary_disease	Pituitary	cis	True
ALG1L	rs7615952	diastolic_blood_pressure__cigarettes_per_day_measurement, pack-years_measurement__diastolic_blood_pressure	Cells_Transformed_fibroblasts, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	cis	True
P2RY14	rs12107539	maximal_midexpiratory_flow_rate	Thyroid	cis	False
SMC2	rs1450679	response_to_cytosine_arabinoside	Thyroid, Esophagus_Muscularis	cis	False
SMC5	rs10780944	body_height	Colon_Sigmoid	cis	False
PYROXD2	rs4488133, rs4345897, rs7072216, rs6584202, rs17455577, rs2147896, rs4539242	blood_metabolite_measurement, metabolite_measurement, urinary_metabolite_measurement	Thyroid, Testis, Nerve_Tibial, Brain_Frontal_Cortex_BA9, Skin_Not_Sun_Exposed_Suprapubic, Breast_Mammary_Tissue, Ovary, Adipose_Subcutaneous, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Brain_Caudate_basal_ganglia, Artery_Tibial, Colon_Transverse, Esophagus_Muscularis, Liver, Brain_Hypothalamus, Pancreas, Muscle_Skeletal, Colon_Sigmoid, Brain_Anterior_cingulate_cortex_BA24, Esophagus_Gastroesophageal_Junction, Brain_Hippocampus, Brain_Cortex, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Uterus, Artery_Coronary, Adipose_Visceral_Omentum, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg, Brain_Cerebellum	cis	True
SMC6	rs214034	response_to_drug	Thyroid	cis	False
GARNL3	rs2502731, rs4130590	attention_deficit_hyperactivity_disorder, bipolar_disorder	Muscle_Skeletal, Nerve_Tibial	cis	True
AREL1	rs11866815, rs2239557, rs8014204	body_mass_index, circadian_rhythm, coffee_consumption	Adipose_Subcutaneous, Esophagus_Gastroesophageal_Junction, Testis, Heart_Left_Ventricle	both	False
WBSCR17	rs10858250	body_height	Esophagus_Muscularis	trans	False
RP11-355N15.1	rs4775041	high_density_lipoprotein_cholesterol_measurement, phospholipid_measurement	Liver	cis	False
STK32A	rs830124	metabolite_measurement	Thyroid	trans	False
LEPR	rs17124318	body_mass_index, body_weight	Heart_Left_Ventricle	trans	False
KIAA0226	rs7953704	urate_measurement	Esophagus_Muscularis	trans	False
RP11-613D13.5	rs2176598, rs11037575, rs4237643	body_mass_index, neuroblastoma, vital_capacity	Thyroid, Skin_Not_Sun_Exposed_Suprapubic, Adrenal_Gland, Stomach, Artery_Tibial, Colon_Transverse, Esophagus_Muscularis, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Uterus, Cells_EBV-transformed_lymphocytes, Adipose_Visceral_Omentum, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg, Breast_Mammary_Tissue, Whole_Blood, Liver	cis	False
RP11-613D13.8	rs10400317	cis-trans-18:2_fatty_acid_measurement__trans_fatty_acid_measurement	Artery_Aorta	trans	False
ALG12	rs56091001, rs138880	acne, schizophrenia	Nerve_Tibial, Pancreas	cis	False
ALG13	rs4233949	bone_density	Esophagus_Muscularis	trans	False
RP11-137N23.1	rs10128711	total_cholesterol_measurement	Brain_Nucleus_accumbens_basal_ganglia	cis	False
WWC1	rs12794435	ovarian_carcinoma	Uterus	trans	False
MICALL2	rs2526678	cis-trans-18:2_fatty_acid_measurement__trans_fatty_acid_measurement	Prostate	trans	False
BANF1	rs3903072	breast_carcinoma	Artery_Tibial	cis	False
KLHL7-AS1	rs6957923, rs199347	body_height, Parkinson's_disease	Artery_Tibial, Thyroid, Testis, Small_Intestine_Terminal_Ileum, Brain_Frontal_Cortex_BA9, Skin_Not_Sun_Exposed_Suprapubic, Vagina, Whole_Blood, Breast_Mammary_Tissue, Ovary, Adipose_Subcutaneous, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Brain_Caudate_basal_ganglia, Colon_Transverse, Brain_Cerebellum, Esophagus_Muscularis, Liver, Brain_Hypothalamus, Prostate, Pancreas, Nerve_Tibial, Spleen, Colon_Sigmoid, Brain_Anterior_cingulate_cortex_BA24, Muscle_Skeletal, Brain_Hippocampus, Brain_Cortex, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Uterus, Pituitary, Esophagus_Gastroesophageal_Junction, Cells_EBV-transformed_lymphocytes, Artery_Coronary, Adipose_Visceral_Omentum, Brain_Nucleus_accumbens_basal_ganglia, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Artery_Aorta, Brain_Putamen_basal_ganglia, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
LMOD1	rs2820292, rs2819348	body_mass_index, breast_size__breast_carcinoma	Adipose_Subcutaneous, Esophagus_Muscularis, Nerve_Tibial, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Esophagus_Mucosa, Lung, Skin_Sun_Exposed_Lower_leg	cis	True
LMOD3	rs7638995	Alzheimers_disease	Heart_Atrial_Appendage, Esophagus_Muscularis, Esophagus_Gastroesophageal_Junction, Artery_Tibial, Artery_Coronary	cis	False
ARL8B	rs11918654	lumbar_disc_degeneration	Thyroid, Whole_Blood, Brain_Caudate_basal_ganglia, Artery_Tibial, Brain_Cerebellum, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Spleen, Muscle_Skeletal, Cells_Transformed_fibroblasts, Artery_Coronary, Brain_Nucleus_accumbens_basal_ganglia, Artery_Aorta, Brain_Putamen_basal_ganglia, Brain_Hippocampus, Skin_Sun_Exposed_Lower_leg	cis	True
ARL8A	rs4950806	butyrylcholinesterase_measurement	Artery_Tibial	cis	False
C1orf68	rs4112788	psoriasis	Skin_Not_Sun_Exposed_Suprapubic	cis	False
C1orf63	rs10903129, rs3091242, rs11220082	blood_sedimentation, schizophrenia, total_cholesterol_measurement	Cells_Transformed_fibroblasts, Brain_Nucleus_accumbens_basal_ganglia	both	False
MLTK	rs1420103	serum_ST2_measurement	Artery_Aorta	trans	False
TRIM8	rs2274351, rs3850699, rs3740415, rs2100944	inflammatory_bowel_disease, prostate_carcinoma, ulcerative_colitis, very_long-chain_saturated_fatty_acid_measurement	Esophagus_Mucosa, Pancreas, Spleen	both	False
TWIST1	rs10230207	brain_aneurysm	Nerve_Tibial	cis	False
LINC00174	rs10263935, rs2243480	aortic_root_size, diabetic_nephropathy	Thyroid, Nerve_Tibial, Cells_Transformed_fibroblasts, Liver, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	cis	False
RP11-196G18.22	rs11205277	body_height, body_height_at_birth	Artery_Tibial, Cells_Transformed_fibroblasts	cis	False
WASF5P	rs886424, rs1265112, rs2596500	autoimmune_thyroid_disease__type_I_diabetes_mellitus, response_to_reverse_transcriptase_inhibitor, schizophrenia, schizophrenia__bipolar_disorder	Pancreas	cis	False
VEPH1	rs1051920	hypothyroidism	Liver	trans	False
RP3-510H16.3	rs138740, rs138777, rs1053593	multiple_myeloma, multiple_myeloma__monoclonal_gammopathy, total_cholesterol_measurement, waist-hip_ratio__body_mass_index	Testis	cis	False
CDC25B	rs3761218, rs13043330	bipolar_disorder, visceral_adipose_tissue_measurement__body_mass_index	Thyroid, Testis, Breast_Mammary_Tissue, Adrenal_Gland, Heart_Atrial_Appendage, Artery_Tibial, Colon_Transverse, Esophagus_Muscularis, Nerve_Tibial, Prostate, Pancreas, Adipose_Subcutaneous, Spleen, Colon_Sigmoid, Muscle_Skeletal, Heart_Left_Ventricle, Esophagus_Gastroesophageal_Junction, Artery_Coronary, Adipose_Visceral_Omentum, Artery_Aorta	cis	False
MREG	rs4491709	tooth_eruption	Brain_Cerebellar_Hemisphere	cis	False
IL32	rs4349147	HIV-1_infection__Susceptibility_to_viral_and_mycobacterial_infections	Thyroid, Heart_Atrial_Appendage, Testis	cis	False
IL33	rs2381416	asthma	Esophagus_Muscularis	cis	False
TRIM3	rs2555155	DNA_methylation	Liver	cis	False
NKPD1	rs4802307	Crohn's_disease, inflammatory_bowel_disease	Brain_Frontal_Cortex_BA9	trans	False
RP1-20N2.6	rs2496589	cumulative_dose_response_to_bevacizumab__breast_carcinoma__chemotherapy-induced_hypertension	Esophagus_Muscularis	cis	False
AC003088.1	rs6968385, rs4730430	attention_deficit_hyperactivity_disorder, attention_deficit_hyperactivity_disorder__unipolar_depression__schizophrenia__autism_spectrum_disorder__bipolar_disorder	Cells_Transformed_fibroblasts	cis	False
PCSK6	rs10048146, rs35063026, rs6604026, rs9328573	bone_density, facial_pigmentation_measurement, multiple_sclerosis, urate_measurement__underweight_body_mass_index_status	Vagina, Small_Intestine_Terminal_Ileum, Heart_Left_Ventricle, Esophagus_Muscularis	trans	False
SHISA9	rs12917707	chronic_kidney_disease__serum_creatinine_measurement, renal_system_measurement	Brain_Frontal_Cortex_BA9	trans	False
NUTF2	rs255049, rs12449157	high_density_lipoprotein_cholesterol_measurement	Nerve_Tibial	cis	False
ZNF391	rs16897515	schizophrenia	Adipose_Subcutaneous, Artery_Tibial, Cells_Transformed_fibroblasts	cis	False
PCSK7	rs1263173, rs7112513, rs236918, rs10047462, rs2075292, rs508487, rs7396835	high_density_lipoprotein_cholesterol_measurement, soluble_transferrin_receptor_measurement, soluble_transferrin_receptor_measurement__iron_biomarker_measurement, triglyceride_measurement	Artery_Tibial, Colon_Sigmoid, Cells_Transformed_fibroblasts, Artery_Aorta, Lung, Esophagus_Muscularis	cis	False
PTK2B	rs28834970, rs2271920, rs17057051	Alzheimers_disease, Crohn's_disease, inflammatory_bowel_disease	Whole_Blood, Thyroid	cis	True
CBR3	rs4817775	bone_density	Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Artery_Tibial, Nerve_Tibial, Adipose_Visceral_Omentum, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	cis	False
DAB2	rs3136739	tissue_plasminogen_activator_measurement	Brain_Cortex	trans	False
DAB1	rs876983	schizophrenia	Cells_Transformed_fibroblasts	trans	False
C1RL-AS1	rs7294478	neuritic_plaque_measurement	Thyroid, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Breast_Mammary_Tissue, Heart_Atrial_Appendage, Artery_Tibial, Nerve_Tibial, Adipose_Subcutaneous, Muscle_Skeletal, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Artery_Coronary, Adipose_Visceral_Omentum, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg	cis	True
SYNJ2BP	rs10143078	systolic_blood_pressure	Adrenal_Gland	cis	True
PRSS30P	rs3805663	testicular_carcinoma	Brain_Hypothalamus	trans	False
MKLN1	rs9895661, rs13064954, rs13083798	chronic_kidney_disease__serum_creatinine_measurement, chronic_obstructive_pulmonary_disease__smoking_cessation, diabetic_retinopathy, waist-hip_ratio__body_mass_index	Brain_Anterior_cingulate_cortex_BA24, Esophagus_Mucosa, Whole_Blood	trans	False
EEFSEC	rs2687729, rs2999052, rs10934853, rs2811474	age_at_menarche, hypospadias, prostate_carcinoma, schizophrenia	Testis, Brain_Frontal_Cortex_BA9, Whole_Blood, Breast_Mammary_Tissue, Heart_Atrial_Appendage, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Lung, Skin_Sun_Exposed_Lower_leg	cis	True
DPY19L1P1	rs62458065	HVA_measurement__MHPG_measurement	Testis, Cells_Transformed_fibroblasts	cis	False
RAB5B	rs1701704, rs2069408, rs2456973, rs10876864, rs705702, rs1131017, rs11171747, rs2292239	alopecia_areata, asthma, Vitiligo, polycystic_ovary_syndrome, psoriasis, systemic_scleroderma, type_I_diabetes_mellitus, type_I_diabetes_mellitus__autoantibody_measurement	Muscle_Skeletal	cis	False
AMACR	rs16891982, rs183671	eye_color, hair_color, skin_pigmentation, skin_sensitivity_to_sun	Adipose_Subcutaneous, Lung, Brain_Cortex	cis	False
PROM2	rs3827760	helix_rolling, ear_protrusion, lobe_size	Artery_Tibial	trans	False
PROM1	rs2531154, rs2677780	dental_caries, smooth_surface_dental_caries	Artery_Tibial, Artery_Coronary	cis	True
RP11-284M14.1	rs10009321	neurofibrilliary_tangles_measurement	Prostate	trans	False
NHEJ1	rs6753739	body_height	Testis	cis	False
SLC41A1	rs951366, rs4077468, rs823128, rs823114, rs823118, rs947211, rs1775154, rs6679073	age_at_menarche, Cystic_fibrosis__type_II_diabetes_mellitus, Parkinson's_disease, QT_interval, prostate_specific_antigen_measurement	Pancreas, Muscle_Skeletal, Thyroid, Nerve_Tibial, Esophagus_Mucosa, Whole_Blood, Brain_Cerebellum, Skin_Sun_Exposed_Lower_leg	cis	False
SLC41A3	rs775227	dental_caries	Brain_Hippocampus	trans	False
SCARB2	rs6812193	Parkinson's_disease	Whole_Blood, Cells_Transformed_fibroblasts	cis	False
ERAP2	rs27434, rs30187, rs2549794, rs1363907, rs27524, rs2405522, rs39841	ankylosing_spondylitis, Crohn's_disease, Hodgkins_lymphoma, blood_metabolite_measurement, inflammatory_bowel_disease, psoriasis, ulcerative_colitis	Skin_Not_Sun_Exposed_Suprapubic, Breast_Mammary_Tissue, Adipose_Visceral_Omentum, Cells_Transformed_fibroblasts, Esophagus_Muscularis, Colon_Sigmoid, Muscle_Skeletal, Artery_Tibial, Artery_Aorta, Thyroid, Testis, Small_Intestine_Terminal_Ileum, Brain_Frontal_Cortex_BA9, Vagina, Whole_Blood, Ovary, Adipose_Subcutaneous, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Brain_Caudate_basal_ganglia, Colon_Transverse, Brain_Cerebellum, Liver, Brain_Hypothalamus, Prostate, Pancreas, Nerve_Tibial, Spleen, Brain_Anterior_cingulate_cortex_BA24, Brain_Hippocampus, Brain_Cortex, Heart_Left_Ventricle, Uterus, Pituitary, Esophagus_Gastroesophageal_Junction, Cells_EBV-transformed_lymphocytes, Artery_Coronary, Brain_Nucleus_accumbens_basal_ganglia, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Brain_Putamen_basal_ganglia, Lung, Skin_Sun_Exposed_Lower_leg	both	True
ERAP1	rs13160562, rs27434, rs30187, rs17482078, rs2549794, rs27524, rs39841, rs2911132	alcohol_dependence, ankylosing_spondylitis, Behcet's_syndrome, Crohn's_disease, Hodgkins_lymphoma, psoriasis, urate_measurement__body_mass_index	Small_Intestine_Terminal_Ileum, Brain_Frontal_Cortex_BA9, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Adipose_Subcutaneous, Stomach, Brain_Caudate_basal_ganglia, Artery_Tibial, Brain_Cerebellum, Esophagus_Muscularis, Liver, Nerve_Tibial, Pancreas, Muscle_Skeletal, Spleen, Brain_Anterior_cingulate_cortex_BA24, Brain_Hypothalamus, Brain_Cortex, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes, Brain_Nucleus_accumbens_basal_ganglia, Esophagus_Mucosa, Brain_Putamen_basal_ganglia, Brain_Hippocampus, Lung, Skin_Sun_Exposed_Lower_leg, Thyroid, Testis, Vagina, Breast_Mammary_Tissue, Adrenal_Gland, Heart_Atrial_Appendage, Colon_Transverse, Prostate, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Artery_Coronary, Adipose_Visceral_Omentum, Artery_Aorta	cis	True
EMR2	rs1030420	blood_metabolite_measurement	Lung	trans	False
CNTN2	rs1668873, rs1172130, rs1668871, rs16937	mean_platelet_volume, platelet_count, schizophrenia	Skin_Not_Sun_Exposed_Suprapubic, Skin_Sun_Exposed_Lower_leg, Esophagus_Gastroesophageal_Junction	cis	True
CNTN3	rs13073838	economic_and_social_preference	Heart_Left_Ventricle	cis	True
CNTN1	rs285575, rs863750	body_mass_index, waist-hip_ratio__body_mass_index	Brain_Cerebellum, Heart_Left_Ventricle	both	False
CNTN4	rs9878978	pack-years_measurement__systolic_blood_pressure	Thyroid	cis	True
CNTN5	rs2166706	fasting_blood_glucose_measurement	Testis	trans	False
DDX58	rs10970976, rs4878497, rs11795343	asthma, psoriasis	Brain_Cerebellar_Hemisphere, Skin_Sun_Exposed_Lower_leg, Colon_Transverse	cis	True
DDX59	rs296547	celiac_disease	Cells_Transformed_fibroblasts	cis	False
